researchStatement	researchStatementLabel	claim	assertType	objectURI	valueURI	label	homepage	source	dateAnnotated	whoAnnotated	evidence	evidenceVal	evidenceRole	object	precip	numericVal	contVal	evidenceSource	evidenceType	evidenceStatement	objectDose	precipDose	numOfSubjects
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/221	fluvoxamine_inhibits_cyp2c19	ddi-spl-annotation-claim-137	inhibits	http://purl.obolibrary.org/obo/CHEBI_5138	http://purl.obolibrary.org/obo/PR_000006118	modafinil-sulfone	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/fluvoxamine_inhibits_cyp2c19.html	DIKB	"05/05/2009 17:27:55
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/273		support					http://dl.dropbox.com/u/4516186/FDA-Guidance-Drug-Interaction-Studies%E2%80%93Study%20Design-Data-Analysis-and-Implications-2006.pdf	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_Tracable_Statement	Fluvoxamine is listed as a recommended inhibitor of CYP2C19 for in vivo studies in Table 2 (p. 19). Typically, this would qualify it as a in vivo selective inhibitor however, Table 2 also shows fluvoxamine as a recommended inhibitor of CYP1A2.			
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/221	fluvoxamine_inhibits_cyp2c19	ddi-spl-annotation-claim-137	inhibits	http://purl.obolibrary.org/obo/CHEBI_5138	http://purl.obolibrary.org/obo/PR_000006118	modafinil-sulfone	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/fluvoxamine_inhibits_cyp2c19.html	DIKB	"05/15/2009 08:52:34
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/274		support					http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/53664f8d-3a93-9f2b-daee-380707e4062c	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	"(table from section &quot;Drug Interactions&quot;)

Based on a finding of substantial interactions of fluvoxamine with certain of these drugs (see later parts of this section and also  WARNINGS for details) and limited in vitro data for the IIIA4 isozyme, it appears that fluvoxamine inhibits the following isozymes that are known to be involved in the metabolism of the listed drugs:
IA2             IIC9	        IIIA4         IIC19
Warfarin	Warfarin	Alprazolam   Omeprazole
Theophylline			
Propranolol			
Tizanidine			"			
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/221	fluvoxamine_inhibits_cyp2c19	ddi-spl-annotation-claim-137	inhibits	http://purl.obolibrary.org/obo/CHEBI_5138	http://purl.obolibrary.org/obo/PR_000006118	voriconazole-N-oxide	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/fluvoxamine_inhibits_cyp2c19.html	DIKB	"05/05/2009 17:27:55
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/273		support					http://dl.dropbox.com/u/4516186/FDA-Guidance-Drug-Interaction-Studies%E2%80%93Study%20Design-Data-Analysis-and-Implications-2006.pdf	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_Tracable_Statement	Fluvoxamine is listed as a recommended inhibitor of CYP2C19 for in vivo studies in Table 2 (p. 19). Typically, this would qualify it as a in vivo selective inhibitor however, Table 2 also shows fluvoxamine as a recommended inhibitor of CYP1A2.			
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/221	fluvoxamine_inhibits_cyp2c19	ddi-spl-annotation-claim-137	inhibits	http://purl.obolibrary.org/obo/CHEBI_5138	http://purl.obolibrary.org/obo/PR_000006118	voriconazole-N-oxide	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/fluvoxamine_inhibits_cyp2c19.html	DIKB	"05/15/2009 08:52:34
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/274		support					http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/53664f8d-3a93-9f2b-daee-380707e4062c	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	"(table from section &quot;Drug Interactions&quot;)

Based on a finding of substantial interactions of fluvoxamine with certain of these drugs (see later parts of this section and also  WARNINGS for details) and limited in vitro data for the IIIA4 isozyme, it appears that fluvoxamine inhibits the following isozymes that are known to be involved in the metabolism of the listed drugs:
IA2             IIC9	        IIIA4         IIC19
Warfarin	Warfarin	Alprazolam   Omeprazole
Theophylline			
Propranolol			
Tizanidine			"			
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/242	atazanavir_inhibits_cyp3a4	ddi-spl-annotation-claim-138	inhibits	http://purl.obolibrary.org/obo/CHEBI_37924	http://purl.obolibrary.org/obo/PR_000006130	voriconazole-N-oxide	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/atazanavir_inhibits_cyp3a4.html	DIKB	"06/30/2009 12:47:19
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/298		support					http://dl.dropbox.com/u/4516186/FDA-Guidance-Drug-Interaction-Studies%E2%80%93Study%20Design-Data-Analysis-and-Implications-2006.pdf	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_Tracable_Statement	The FDA recommends this as a CYP3A4/5 inhibitor for in vivo studies in it most recent guidance document. See Table 2, p. 19			
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/242	atazanavir_inhibits_cyp3a4	ddi-spl-annotation-claim-138	inhibits	http://purl.obolibrary.org/obo/CHEBI_37924	http://purl.obolibrary.org/obo/PR_000006130	voriconazole-N-oxide	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/atazanavir_inhibits_cyp3a4.html	DIKB	"01/11/2010 15:38:56
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/299		support					http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/165cff62-b284-4a27-a65d-9ec8a5bfcdd8	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	"7.1 Potential for REYATAZ to Affect Other Drugs

Atazanavir is an inhibitor of CYP3A and UGT1A1. Coadministration of REYATAZ and drugs primarily metabolized by CYP3A or UGT1A1 may result in increased plasma concentrations of the other drug that could increase or prolong its therapeutic and adverse effects."			
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/246	risperidone_inhibits_cyp2c19	ddi-spl-annotation-claim-139	inhibits	http://purl.obolibrary.org/obo/CHEBI_8871	http://purl.obolibrary.org/obo/PR_000006118	modafinil-sulfone	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/risperidone_inhibits_cyp2c19.html	DIKB															
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/246	risperidone_inhibits_cyp2c19	ddi-spl-annotation-claim-139	inhibits	http://purl.obolibrary.org/obo/CHEBI_8871	http://purl.obolibrary.org/obo/PR_000006118	voriconazole-N-oxide	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/risperidone_inhibits_cyp2c19.html	DIKB															
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/247	perphenazine_inhibits_cyp2c19	ddi-spl-annotation-claim-140	inhibits	http://purl.obolibrary.org/obo/CHEBI_8028	http://purl.obolibrary.org/obo/PR_000006118	modafinil-sulfone	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/perphenazine_inhibits_cyp2c19.html	DIKB															
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/247	perphenazine_inhibits_cyp2c19	ddi-spl-annotation-claim-140	inhibits	http://purl.obolibrary.org/obo/CHEBI_8028	http://purl.obolibrary.org/obo/PR_000006118	voriconazole-N-oxide	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/perphenazine_inhibits_cyp2c19.html	DIKB															
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/249	eszopiclone_inhibits_CYP3A4	ddi-spl-annotation-claim-141	inhibits	http://purl.obolibrary.org/obo/CHEBI_53760	http://purl.obolibrary.org/obo/PR_000006130	voriconazole-N-oxide	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/eszopiclone_inhibits_CYP3A4.html	DIKB															
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/271	cinacalcet_inhibits_cyp3a4	ddi-spl-annotation-claim-142	inhibits	http://purl.obolibrary.org/obo/CHEBI_48390	http://purl.obolibrary.org/obo/PR_000006130	voriconazole-N-oxide	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/cinacalcet_inhibits_cyp3a4.html	DIKB															
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/22	mirtazapine_inhibits_cyp2c9	ddi-spl-annotation-claim-122	inhibits	http://purl.obolibrary.org/obo/CHEBI_6950	http://purl.obolibrary.org/obo/PR_000006120	voriconazole-N-oxide	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/mirtazapine_inhibits_cyp2c9.html	DIKB	"02/12/2010 17:32:18
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/29		refute					http://www.ncbi.nlm.nih.gov/pubmed/10997935	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_EX_Met_Enz_Inhibit_Cyp450_Hum_Microsome	"
Enzyme system: human liver microsomes:

NADPH added: yes

substrate used: tolbutamide

reaction: tolbutamide hydroxylation 

Quote: 
Mirtazapine reduced the rate of the reaction by much less than 50% even at concentrations of 250micM (see Table 3).


"			
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/22	mirtazapine_inhibits_cyp2c9	ddi-spl-annotation-claim-122	inhibits	http://purl.obolibrary.org/obo/CHEBI_6950	http://purl.obolibrary.org/obo/PR_000006120	teriflunomide	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/mirtazapine_inhibits_cyp2c9.html	DIKB	"02/12/2010 17:32:18
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/29		refute					http://www.ncbi.nlm.nih.gov/pubmed/10997935	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_EX_Met_Enz_Inhibit_Cyp450_Hum_Microsome	"
Enzyme system: human liver microsomes:

NADPH added: yes

substrate used: tolbutamide

reaction: tolbutamide hydroxylation 

Quote: 
Mirtazapine reduced the rate of the reaction by much less than 50% even at concentrations of 250micM (see Table 3).


"			
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/29	fluconazole_inhibits_cyp2c9	ddi-spl-annotation-claim-123	inhibits	http://purl.obolibrary.org/obo/CHEBI_46081	http://purl.obolibrary.org/obo/PR_000006120	voriconazole-N-oxide	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/fluconazole_inhibits_cyp2c9.html	DIKB															
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/29	fluconazole_inhibits_cyp2c9	ddi-spl-annotation-claim-123	inhibits	http://purl.obolibrary.org/obo/CHEBI_46081	http://purl.obolibrary.org/obo/PR_000006120	teriflunomide	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/fluconazole_inhibits_cyp2c9.html	DIKB															
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/54	quetiapine_inhibits_cyp3a4	ddi-spl-annotation-claim-124	inhibits	http://purl.obolibrary.org/obo/CHEBI_8707	http://purl.obolibrary.org/obo/PR_000006130	voriconazole-N-oxide	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/quetiapine_inhibits_cyp3a4.html	DIKB	05142009	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/76		refute					http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/473a3ac4-67f4-4782-baa9-7f9bdd8761f4	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	In vitro enzyme inhibition data suggest that quetiapine and 9 of its metabolites would have little inhibitory effect on in vivo metabolism mediated by cytochromes P450 1A2, 2C9, 2C19, 2D6 and 3A4.			
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/63	zafirlukast_inhibits_cyp3a4	ddi-spl-annotation-claim-125	inhibits	http://purl.obolibrary.org/obo/CHEBI_10100	http://purl.obolibrary.org/obo/PR_000006130	voriconazole-N-oxide	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/zafirlukast_inhibits_cyp3a4.html	DIKB															
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/83	duloxetine_inhibits_cyp2c19	ddi-spl-annotation-claim-126	inhibits	http://purl.obolibrary.org/obo/CHEBI_36795	http://purl.obolibrary.org/obo/PR_000006118	modafinil-sulfone	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/duloxetine_inhibits_cyp2c19.html	DIKB	"05/05/2009 17:40:26
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/106		refute					http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/2f7d4d67-10c1-4bf4-a7f2-c185fbad64ba	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	"7.12 Drugs Metabolized by CYP2C19

Results of in vitro studies demonstrate that duloxetine does not inhibit CYP2C19 activity at therapeutic concentrations. Inhibition of the metabolism of CYP2C19 substrates is therefore not anticipated, although clinical studies have not been performed."			
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/83	duloxetine_inhibits_cyp2c19	ddi-spl-annotation-claim-126	inhibits	http://purl.obolibrary.org/obo/CHEBI_36795	http://purl.obolibrary.org/obo/PR_000006118	voriconazole-N-oxide	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/duloxetine_inhibits_cyp2c19.html	DIKB	"05/05/2009 17:40:26
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/106		refute					http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/2f7d4d67-10c1-4bf4-a7f2-c185fbad64ba	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	"7.12 Drugs Metabolized by CYP2C19

Results of in vitro studies demonstrate that duloxetine does not inhibit CYP2C19 activity at therapeutic concentrations. Inhibition of the metabolism of CYP2C19 substrates is therefore not anticipated, although clinical studies have not been performed."			
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/90	verapamil_inhibits_cyp3a4	ddi-spl-annotation-claim-127	inhibits	http://purl.obolibrary.org/obo/CHEBI_9948	http://purl.obolibrary.org/obo/PR_000006130	voriconazole-N-oxide	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/verapamil_inhibits_cyp3a4.html	DIKB															
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/111	erythromycin_inhibits_cyp3a4	ddi-spl-annotation-claim-128	inhibits	http://purl.obolibrary.org/obo/CHEBI_48923	http://purl.obolibrary.org/obo/PR_000006130	voriconazole-N-oxide	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/erythromycin_inhibits_cyp3a4.html	DIKB															
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/112	montelukast_inhibits_cyp2c19	ddi-spl-annotation-claim-129	inhibits	http://purl.obolibrary.org/obo/CHEBI_6992	http://purl.obolibrary.org/obo/PR_000006118	modafinil-sulfone	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/montelukast_inhibits_cyp2c19.html	DIKB	01/11/2010	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/142		refute					http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/a99f55de-39d1-483a-ba88-dbda5613c6a7	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	Based on further in vitro results in human liver microsomes, therapeutic plasma concentrations of montelukast do not inhibit cytochromes P450 3A4, 2C9, 1A2, 2A6, 2C19, or 2D6 (see Drug Interactions). In vitro studies have shown that montelukast is a potent inhibitor of cytochrome P450 2C8; however, data from a clinical drug-drug interaction study involving montelukast and rosiglitazone (a probe substrate representative of drugs primarily metabolized by CYP2C8) demonstrated that montelukast does not inhibit CYP2C8 in vivo, and therefore is not anticipated to alter the metabolism of drugs metabolized by this enzyme (see Drug Interactions).			
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/112	montelukast_inhibits_cyp2c19	ddi-spl-annotation-claim-129	inhibits	http://purl.obolibrary.org/obo/CHEBI_6992	http://purl.obolibrary.org/obo/PR_000006118	voriconazole-N-oxide	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/montelukast_inhibits_cyp2c19.html	DIKB	01/11/2010	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/142		refute					http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/a99f55de-39d1-483a-ba88-dbda5613c6a7	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	Based on further in vitro results in human liver microsomes, therapeutic plasma concentrations of montelukast do not inhibit cytochromes P450 3A4, 2C9, 1A2, 2A6, 2C19, or 2D6 (see Drug Interactions). In vitro studies have shown that montelukast is a potent inhibitor of cytochrome P450 2C8; however, data from a clinical drug-drug interaction study involving montelukast and rosiglitazone (a probe substrate representative of drugs primarily metabolized by CYP2C8) demonstrated that montelukast does not inhibit CYP2C8 in vivo, and therefore is not anticipated to alter the metabolism of drugs metabolized by this enzyme (see Drug Interactions).			
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/156	cinacalcet_inhibits_cyp2c19	ddi-spl-annotation-claim-130	inhibits	http://purl.obolibrary.org/obo/CHEBI_48390	http://purl.obolibrary.org/obo/PR_000006118	modafinil-sulfone	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/cinacalcet_inhibits_cyp2c19.html	DIKB	09212009	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/194		refute					http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/45028573-13c4-4c8b-ae62-6c75bba97c81	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	"Drug Interactions
...
An in vitro study indicates that cinacalcet is a strong inhibitor of CYP2D6, but not of CYP1A2, CYP2C9, CYP2C19, and CYP3A4."			
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/156	cinacalcet_inhibits_cyp2c19	ddi-spl-annotation-claim-130	inhibits	http://purl.obolibrary.org/obo/CHEBI_48390	http://purl.obolibrary.org/obo/PR_000006118	voriconazole-N-oxide	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/cinacalcet_inhibits_cyp2c19.html	DIKB	09212009	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/194		refute					http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/45028573-13c4-4c8b-ae62-6c75bba97c81	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	"Drug Interactions
...
An in vitro study indicates that cinacalcet is a strong inhibitor of CYP2D6, but not of CYP1A2, CYP2C9, CYP2C19, and CYP3A4."			
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/162	escitalopram_inhibits_cyp2c19	ddi-spl-annotation-claim-131	inhibits	http://purl.obolibrary.org/obo/CHEBI_36791	http://purl.obolibrary.org/obo/PR_000006118	modafinil-sulfone	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/escitalopram_inhibits_cyp2c19.html	DIKB	05142009	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/199		refute					http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/13bb8267-1cab-43e5-acae-55a4d957630a	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	in vitro enzyme inhibition data did not reveal an inhibitory effect of escitalopram on CYP3A4, -1A2, -2C9, -2C19, and -2E1. Based on in vitro data, escitalopram would be expected to have little inhibitory effect on in vivo metabolism mediated by these cytochromes.			
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/162	escitalopram_inhibits_cyp2c19	ddi-spl-annotation-claim-131	inhibits	http://purl.obolibrary.org/obo/CHEBI_36791	http://purl.obolibrary.org/obo/PR_000006118	modafinil-sulfone	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/escitalopram_inhibits_cyp2c19.html	DIKB	"06/11/2009 16:10:21
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/200		refute					http://www.ncbi.nlm.nih.gov/pubmed/11454728	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_EX_Met_Enz_Inhibit_Cyp450_Hum_Microsome	"
Enzyme system: human liver microsomes

NADPH added: yes (a dehydrogenase generating system)

probe reaction: S-mepheytoin 4'hydroxylation

Quote: 

CYP2C19. R- and S-CT were very weak inhibitors, with less than 50% inhibition of S-mephenytoin hydroxylation even at 100micM. R- and S-DCT also were weak inhibitors. R- and S-DDCT were moderate inhibitors, with mean IC50 values of 18.7 and 12.1micM, respectively. Omeprazole was a strong inhibitor of CYP2C19, as was the SSRI
fluvoxamine (see Table 2).


"			
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/162	escitalopram_inhibits_cyp2c19	ddi-spl-annotation-claim-131	inhibits	http://purl.obolibrary.org/obo/CHEBI_36791	http://purl.obolibrary.org/obo/PR_000006118	voriconazole-N-oxide	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/escitalopram_inhibits_cyp2c19.html	DIKB	05142009	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/199		refute					http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/13bb8267-1cab-43e5-acae-55a4d957630a	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	in vitro enzyme inhibition data did not reveal an inhibitory effect of escitalopram on CYP3A4, -1A2, -2C9, -2C19, and -2E1. Based on in vitro data, escitalopram would be expected to have little inhibitory effect on in vivo metabolism mediated by these cytochromes.			
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/162	escitalopram_inhibits_cyp2c19	ddi-spl-annotation-claim-131	inhibits	http://purl.obolibrary.org/obo/CHEBI_36791	http://purl.obolibrary.org/obo/PR_000006118	voriconazole-N-oxide	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/escitalopram_inhibits_cyp2c19.html	DIKB	"06/11/2009 16:10:21
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/200		refute					http://www.ncbi.nlm.nih.gov/pubmed/11454728	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_EX_Met_Enz_Inhibit_Cyp450_Hum_Microsome	"
Enzyme system: human liver microsomes

NADPH added: yes (a dehydrogenase generating system)

probe reaction: S-mepheytoin 4'hydroxylation

Quote: 

CYP2C19. R- and S-CT were very weak inhibitors, with less than 50% inhibition of S-mephenytoin hydroxylation even at 100micM. R- and S-DCT also were weak inhibitors. R- and S-DDCT were moderate inhibitors, with mean IC50 values of 18.7 and 12.1micM, respectively. Omeprazole was a strong inhibitor of CYP2C19, as was the SSRI
fluvoxamine (see Table 2).


"			
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/171	citalopram_inhibits_cyp2c9	ddi-spl-annotation-claim-132	inhibits	http://purl.obolibrary.org/obo/CHEBI_3723	http://purl.obolibrary.org/obo/PR_000006120	voriconazole-N-oxide	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/citalopram_inhibits_cyp2c9.html	DIKB	05142009	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/212		refute					http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/62f9e5da-6215-4d6d-8601-ea01ec2655ab	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	In vitro enzyme inhibition data did not reveal an inhibitory effect of citalopram on CYP3A4, -2C9, or -2E1, but did suggest that it is a weak inhibitor of CYP1A2, -2D6, and -2C19. Citalopram would be expected to have little inhibitory effect on in vivo metabolism mediated by these cytochromes. However, in vivo data to address this question are limited.			
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/171	citalopram_inhibits_cyp2c9	ddi-spl-annotation-claim-132	inhibits	http://purl.obolibrary.org/obo/CHEBI_3723	http://purl.obolibrary.org/obo/PR_000006120	voriconazole-N-oxide	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/citalopram_inhibits_cyp2c9.html	DIKB	"02/12/2010 14:53:49
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/213		refute					http://www.ncbi.nlm.nih.gov/pubmed/9278211	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_RCT	"

route of administration: oral

study duration: a single 25 mg dose of racemic warfarin either alone or on Day 15 of a 21-day oral dosing regimen of 40 mg citalopram daily. Blood samples for pharmacokinetic analysis were obtained over a 168 h period after warfarin dosing.

population: 12 healthy males 

tested for known CYP450 polymorphisms? no

ages: 21 - 32

description:
Citalopram produced no change in the pharmacokinetics of (R)- and (S)-warfarin, indicating that citalopram does not alter the metabolism of warfarin mediated via CYP1A2, CYP3A4 and CYP2C9.


"			
