asrt	researchStatementLabel	assertType	objectURI	valueURI	label	homepage	source	dateAnnotated	whoAnnotated	evidence	evidenceRole	evidenceSource	evidenceType	evidenceStatement
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/47	atorvastatin_substrate_of_cyp3a5	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01076	http://purl.obolibrary.org/obo/PR_000006132		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/atorvastatin_substrate_of_cyp3a5.html	DIKB	"09/25/2007 08:35:33
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/65	support	http://www.ncbi.nlm.nih.gov/pubmed/11038166	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_EX_Met_Enz_ID_Cyp450_Hum_Recom	"Enzyme system: recombinant human CYP3A5 enzymes in insect microsomes

NADPH added: yes
substrate used: atorvastatin acid and lactone

reaction:
atorvastatin acid--&gt;ortho-hydroxy-atorvastatin
atorvastatin lactone--&gt;ortho-hydroxy-atorvastatin
atorvastatin acid--&gt;para-hydroxy-atorvastatin
atorvastatin lactone--&gt;para-hydroxy-atorvastatin

description:
According to the authors, this enzyme system catalyzed the above reactions similar to that of the CYP3A4 recombinant enzyme system whose Km values ranged from 1.4micM/L for atorvastatin lactone--&gt;para-hydroxy-atorvastatin to 29.7micM/L for the atorvastatin acid--&gt;ortho-hydroxy-atorvastatin

"
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/48	atorvastatin_substrate_of_cyp3a4	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01076	http://purl.obolibrary.org/obo/PR_000006130		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/atorvastatin_substrate_of_cyp3a4.html	DIKB	"09/25/2007 07:52:24
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/66	support	http://www.ncbi.nlm.nih.gov/pubmed/11038166	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_EX_Met_Enz_ID_Cyp450_Hum_Microsome_Chem	"Enzyme system: human liver microsomes

NADPH added: yes
inhibitor used: itraconazole

reaction:
atorvastatin acid--&gt;ortho-hydroxy-atorvastatin
atorvastatin lactone--&gt;ortho-hydroxy-atorvastatin
atorvastatin acid--&gt;para-hydroxy-atorvastatin
atorvastatin lactone--&gt;para-hydroxy-atorvastatin

description:
itraconazole effected a dramatic decrease in the formation of both metabolites from both lactone and acid forms of atorvastatin"
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/48	atorvastatin_substrate_of_cyp3a4	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01076	http://purl.obolibrary.org/obo/PR_000006130		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/atorvastatin_substrate_of_cyp3a4.html	DIKB	"09/25/2007 08:33:11
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/67	support	http://www.ncbi.nlm.nih.gov/pubmed/11038166	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_EX_Met_Enz_ID_Cyp450_Hum_Recom	"
Enzyme system: recombinant human CYP3A4 enzymes in insect microsomes

NADPH added: yes
substrate used: atorvastatin acid and lactone

reaction:
atorvastatin acid--&gt;ortho-hydroxy-atorvastatin
atorvastatin lactone--&gt;ortho-hydroxy-atorvastatin
atorvastatin acid--&gt;para-hydroxy-atorvastatin
atorvastatin lactone--&gt;para-hydroxy-atorvastatin

description:
This enzyme system catalyzed the above reactions with Km values ranging from 1.4micM/L for atorvastatin lactone--&gt;para-hydroxy-atorvastatin to 29.7micM/L for the atorvastatin acid--&gt;ortho-hydroxy-atorvastatin

"
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/48	atorvastatin_substrate_of_cyp3a4	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01076	http://purl.obolibrary.org/obo/PR_000006130		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/atorvastatin_substrate_of_cyp3a4.html	DIKB	"09/27/2007 10:18:37
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/68	support	http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/page/structuredProductLabelMetadata/8a201c80-a51d-4c1c-963b-488c071908c0	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	&quot;In vitro studies suggest the importance of atorvastatin metabolism by cytochrome P450 3A4, consistent with increased plasma concentrations of atorvastatin in humans following coadministration with erythromycin, a known inhibitor of this isozyme&quot;
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/58	fluvastatin_substrate_of_cyp2c8	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01095	http://purl.obolibrary.org/obo/PR_000006119		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/fluvastatin_substrate_of_cyp2c8.html	DIKB	"10/20/2007 09:40:46
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/81	support	http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?id=3237	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	"&quot;
Fluvastatin is metabolized in the liver, primarily via hydroxylation of the indole ring at the 5- and 6-positions. N-dealkylation and beta-oxidation of the side-chain also occurs. The hydroxy metabolites have some pharmacologic activity, but do not circulate in the blood. Both enantiomers of fluvastatin are metabolized in a similar manner.

      In vitro studies demonstrated that fluvastatin undergoes oxidative metabolism, predominantly via 2C9 isozyme systems (75%). Other isozymes that contribute to fluvastatin metabolism are 2C8 (~5%) and 3A4 (~20%).&quot;"
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/59	fluvastatin_substrate_of_cyp2c9	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01095	http://purl.obolibrary.org/obo/PR_000006120		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/fluvastatin_substrate_of_cyp2c9.html	DIKB	"10/20/2007 09:37:05
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/82	support	http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?id=3237	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	"&quot;
Fluvastatin is metabolized in the liver, primarily via hydroxylation of the indole ring at the 5- and 6-positions. N-dealkylation and beta-oxidation of the side-chain also occurs. The hydroxy metabolites have some pharmacologic activity, but do not circulate in the blood. Both enantiomers of fluvastatin are metabolized in a similar manner.

      In vitro studies demonstrated that fluvastatin undergoes oxidative metabolism, predominantly via 2C9 isozyme systems (75%). Other isozymes that contribute to fluvastatin metabolism are 2C8 (~5%) and 3A4 (~20%).&quot;"
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/73	aripiprazole_substrate_of_cyp1a2	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01238	http://purl.obolibrary.org/obo/PR_000006102		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/aripiprazole_substrate_of_cyp1a2.html	DIKB							
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/74	aripiprazole_substrate_of_cyp1a1	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01238	http://purl.obolibrary.org/obo/PR_000006101		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/aripiprazole_substrate_of_cyp1a1.html	DIKB							
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/82	atorvastatin_substrate_of_cyp2b6	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01076	http://purl.obolibrary.org/obo/PR_000006116		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/atorvastatin_substrate_of_cyp2b6.html	DIKB							
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/89	N-desalkylquetiapine_substrate_of_cyp3a4	substrate_of	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Metabolite/24	http://purl.obolibrary.org/obo/PR_000006130		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/N-desalkylquetiapine_substrate_of_cyp3a4.html	DIKB	"05/14/2009 14:23:32
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/112	support	http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/resource/structuredProductLabelMetadata/473a3ac4-67f4-4782-baa9-7f9bdd8761f4	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	Quetiapine is extensively metabolized by the liver. The major metabolic pathways are sulfoxidation to the sulfoxide metabolite and oxidation to the parent acid metabolite; both metabolites are pharmacologically inactive. In vitro studies using human liver microsomes revealed that the cytochrome P450 3A4 isoenzyme is involved in the metabolism of quetiapine to its major, but inactive, sulfoxide metabolite and in the metabolism of its active metabolite N-desalkyl quetiapine .
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/93	ziprasidone_substrate_of_cyp1a2	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00246	http://purl.obolibrary.org/obo/PR_000006102		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/ziprasidone_substrate_of_cyp1a2.html	DIKB	"06/19/2009 17:46:18
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/116	support	http://www.ncbi.nlm.nih.gov/pubmed/10771452	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_EX_Met_Enz_ID_Cyp450_Hum_Microsome_Chem	"
Enzyme system: human liver microsomes

NADPH added: yes

inhibitor used: furafylline

reaction: 1) ziprasidone --&gt; ziprasidone sulphoxide/sulphone
2) ziprasidone --&gt; oxindole acetic acid

Quote:
Inhibition of metabolite formation by each inhibitor is
summarized in Table 2. Ketoconazole (10micM) inhibited
the formation of ziprasidone sulphoxide (sulphoxide and
sulphone) by 79% and oxindole acetic acid N-dealkylated
product) completely. Sulphaphenazole an furafylline did
not inhibit the formation of ziprasidone sulphoxide. The formation of oxindole acetic acid was inhibited (~50%) by furafylline. The formation of ziprasidone metabolites was not inhibited by quinidine but rather increased. "
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/94	atorvastatin_substrate_of_cyp2c19	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB01076	http://purl.obolibrary.org/obo/PR_000006118		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/atorvastatin_substrate_of_cyp2c19.html	DIKB							
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/97	alprazolam_substrate_of_cyp3a4	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00404	http://purl.obolibrary.org/obo/PR_000006130		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/alprazolam_substrate_of_cyp3a4.html	DIKB	"06/26/2007 07:11:48
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/122	support	http://www.ncbi.nlm.nih.gov/pubmed/12124305	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_EX_Met_Enz_ID_Cyp450_Hum_Recom	"
Enzyme system: recombinant human enzymes in Supersomes

NADPH added: yes

inhibitor used: no

This study showed the formation of both 1'-OH-triazolam and  4-OH-triazolam in a recombinant cyp3a4 Supersome system"
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/97	alprazolam_substrate_of_cyp3a4	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00404	http://purl.obolibrary.org/obo/PR_000006130		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/alprazolam_substrate_of_cyp3a4.html	DIKB	"06/26/2007 07:39:29
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/123	support	http://dbmi-icode-01.dbmi.pitt.edu/linkedSPLs/page/structuredProductLabelMetadata/b5e516a0-d0f4-4613-ab56-b1bb440fcb78	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	"
&quot;Alprazolam is extensively metabolized in humans, primarily by cytochrome P450 3A4 (CYP3A4), to two major metabolites in the plasma: 4-hydroxyalprazolam and alpha-hydroxyalprazolam.&quot;"
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/97	alprazolam_substrate_of_cyp3a4	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00404	http://purl.obolibrary.org/obo/PR_000006130		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/alprazolam_substrate_of_cyp3a4.html	DIKB	"07/02/2007 10:51:34
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/124	support	http://www.ncbi.nlm.nih.gov/pubmed/10548453	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_EX_Met_Enz_ID_Cyp450_Hum_Microsome_Chem	"
Enzyme system: human liver microsomes

NADPH added: yes (p. 394 `chemical inhibition`

inhibitor used: 

reaction: alprazolam --&gt; 4-OH-alprazolam
          alprazolam --&gt; 1'-OH-alprazolam

Quote: 

&quot;Co-incubation of human liver microsomes with the prototypic 3A4 inhibitor, troleandomycin, ( &gt; 50microM) resulted in no detectable formation of 1'-OH-alprazolam and 4-OH-alprazolam&quot;"
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/98	alprazolam_substrate_of_cyp3a5	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00404	http://purl.obolibrary.org/obo/PR_000006132		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/alprazolam_substrate_of_cyp3a5.html	DIKB	"06/26/2007 06:27:38
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/125	support	http://www.ncbi.nlm.nih.gov/pubmed/16765147	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_CT_PK_Genotype	"
Route of administration: oral

polymorphic enzyme: yes

study duration: single dose with 72 hours of plasma level monitoring

population: study does not state gender of participants

ages: 22-30

description: 
Our objective was to evaluate the effect of the CYP3A5 genotype on the pharmacokinetics and pharmacodynamics of alprazolam in healthy volunteers. METHODS: Nineteen healthy male volunteers were divided into 3 groups on the basis of the genetic polymorphism of CYP3A5. The groups comprised subjects with CYP3A5*1/*1 (n=5), CYP3A5*1/*3 (n=7), or CYP3A5*3/*3 (n=7). After a single oral 1-mg dose of alprazolam, plasma concentrations of alprazolam were measured up to 72 hours, together with assessment of psychomotor function by use of the Digit Symbol Substitution Test, according to CYP3A5 genotype. RESULTS: The area under the plasma concentration-time curve for alprazolam was significantly greater in subjects with CYP3A5*3/*3 (830.5+/-160.4 ng . h/mL [mean+/-SD]) than in those with CYP3A5*1/*1 (599.9+/-141.0 ng . h/mL) (P=.030). The oral clearance of alprazolam was also significantly different between the CYP3A5*1/*1 group (3.5+/-0.8 L/h) and CYP3A5*3/*3 group (2.5+/-0.5 L/h) (P=.036). Although a trend was noted for the area under the Digit Symbol Substitution Test score change-time curve (area under the effect curve) to be greater in subjects with CYP3A5*3/*3 (177.2+/-84.6) than in those with CYP3A5*1/*1 (107.5+/-44), the difference did not reach statistical significance (P=.148). CONCLUSIONS: The CYP3A5*3 genotype affects the disposition of alprazolam and thus influences the plasma levels of alprazolam."
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/98	alprazolam_substrate_of_cyp3a5	substrate_of	http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/DB00404	http://purl.obolibrary.org/obo/PR_000006132		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/alprazolam_substrate_of_cyp3a5.html	DIKB	"06/26/2007 07:14:26
"	boycer	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/126	support	http://www.ncbi.nlm.nih.gov/pubmed/12124305	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_EX_Met_Enz_ID_Cyp450_Hum_Recom	"
Enzyme system: recombinant human enzymes in Supersomes

NADPH added: yes

inhibitor used: no

This study showed the formation of both 1'-OH-triazolam and  4-OH-triazolam in a recombinant cyp3a5 Supersome system"
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/99	R-demethylcitalopram_substrate_of_cyp2c19	substrate_of	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Metabolite/19	http://purl.obolibrary.org/obo/PR_000006118		http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/R-demethylcitalopram_substrate_of_cyp2c19.html	DIKB							
