asrt	claim	evidence	mp_evidence	researchStatementLabel	assertType	objectURI	preciptURI	label	homepage	source	dateAnnotated	whoAnnotated	evidenceVal	evidenceRole	object	precip	numericVal	contVal	evidenceSource	evidenceType	evidenceStatement	objectDose	precipDose	numOfSubjects
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/736	ddi-spl-annotation-claim-44	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/899	ddi-spl-annotation-data-49	sertraline_increases_auc_desipramine	increases_auc	http://purl.obolibrary.org/obo/CHEBI_47781	http://purl.obolibrary.org/obo/CHEBI_9123	sertraline increases the AUC of desipramine 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/sertraline_increases_auc_desipramine.html	DIKB	"05/05/2009 16:37:01
"	boycer	1.54	support	DESIPRAMINE	SERTRALINE	1.54	medium	http://www.ncbi.nlm.nih.gov/pubmed/9284850	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_NR	"
Route of administration: oral

study duration: PK values of a single dose of desipramine was compared with the same values after eight days of treatment with desipramine + sertraline

population: 6 healthy males, all participants were extensive metabolizers of dextromethorphan (o-demethylation) (c.f. page 154, paragraph 3). 

ages: mean(std dev):42 (9)

AUC_i/AUC (24 hour): 796/516 = 1.54

Description: 
Participants received a 50 mg single dose of either desipramine or imipramine under three conditions: alone, after a single 150 mg dose of sertraline, and after the eighth daily 150 mg dose of sertraline. Plasma samples were analyzed for desipramine or imipramine concentration by HPLC with electrochemical detection, and pharmacokinetics were determined with use of noncompartmental analysis of individual data. RESULTS: Multiple-dose, but not single-dose, treatment with sertraline significantly reduced apparent plasma clearance (CL/F) and prolonged the half-life of desipramine relative to baseline. These changes resulted in higher plasma desipramine concentrations, as indicated by a significant increase in maximum plasma concentration (Cmax) and area under the plasma concentration-time curve extrapolated to infinity [AUC(0-infinity)] (22% and 54%, respectively). Both single- and multiple-dose treatment with sertraline significantly reduced the CL/F of imipramine. This effect was stronger after multiple predoses of sertraline, when imipramine Cmax and AUC(0-infinity) were increased by 39% and 68%, respectively. These treatment effects were consistent between individuals."	0.05	0.15	6
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/740	ddi-spl-annotation-claim-45	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/905	ddi-spl-annotation-data-50	fluvoxamine_increases_auc_mexiletine	increases_auc	http://purl.obolibrary.org/obo/CHEBI_6916	http://purl.obolibrary.org/obo/CHEBI_5138	fluvoxamine increases the AUC of mexiletine 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/fluvoxamine_increases_auc_mexiletine.html	DIKB	"09/16/2010 11:13:14
"	boycer	1.55	support	MEXILETINE	FLUVOXAMINE	1.55	medium	http://www.ncbi.nlm.nih.gov/pubmed/11240973	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_RCT	"
NOTE: The AUC_i/AUC value given is the AUC_0-inf calculated from Table 1.

route of administration: oral

study duration: 8 days

population: 6 healthy Japanese volunteers (all male); 3 smokers, 3 nonsmokers

tested for known CYP450 polymorphisms?
NO

ages: 26-36

description:
SUBJECTS: Six healthy male Japanese volunteers who had given informed consent participated in this study. Their mean age and body weight were 31 +/- 4 years (range, 26-36 years) and 66.3 +/- 5.1 kg (range, 57-72 kg), respectively. Three subjects were nonsmokers and three were smokers (20-40 cigarettes per day). All subjects were in good health as assessed by medical history, physical examination, routine hematology, blood chemistry, urinary tests, and cardiac function (electrocardiography).

STUDY DESIGN: A randomized crossover design with two phases was used. A 7-day washout period separated the two treatment conditions. Each subject received an oral dose of mexiletine (200 mg) at 7:00 AM with 100 mL of water. In the one phase, they received mexiletine alone (study 1); in the other phase, they received fluvoxamine (50 mg twice a day) for 7 days, and on the eighth day they received mexiletine and fluvoxamine concomitantly at 7:00 AM (study 2). Each subject fasted overnight for at least 10 hours before the administration of mexiletine at 7:00 AM and continued to fast for an additional 6 hours after administration. The subjects were instructed not to take any medications or drink anything that included caffeine or alcoholic beverages for 1 week before the study and throughout the study.

RESULTS: The area under the concentration-time curve and serum peak concentration of mexiletine in study 2 were significantly increased compared with those in study 1 (10.4 +/- 4.85 versus 6.70 +/- 3.21 µg x h/mL, P = .006 and 0.623 +/- 0.133 versus 0.536 +/- 0.164 µg/mL, P = .008, respectively).




"	0.2	0.1	6
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/752	ddi-spl-annotation-claim-46	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/918	ddi-spl-annotation-data-51	fluvoxamine_increases_auc_omeprazole	increases_auc	http://purl.obolibrary.org/obo/CHEBI_7772	http://purl.obolibrary.org/obo/CHEBI_5138	fluvoxamine increases the AUC of omeprazole 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/fluvoxamine_increases_auc_omeprazole.html	DIKB	"09/15/2010 15:02:35
"	boycer	1.74	support	OMEPRAZOLE	FLUVOXAMINE	1.74	medium	http://www.ncbi.nlm.nih.gov/pubmed/11907488	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_NR	"NOTE; The precipitant drug dose is the Period 3 dose of the EMs. The AUC_i/AUC is the combined (both EMs and PMs) AUC_0-8h of Period 3.

route of administration: oral

study duration: Period 1 - 3 days, Periods 2 and 3 - 7 days

population: 10 healthy volunteers, all Caucasian, all nonsmokers

tested for known CYP450 polymorphisms?
Yes -- CYP2D6 phenotyping - 5 extensive metabolizers, 5 poor metabolizers

ages: 22-45

description:
SUBJECTS: Twelve healthy white subjects, 6 men and 6 women, aged 22 to 45 years (mean, 30 years) and weighing 56 to 94 kg (mean, 81 kg for the men and 69 kg for the women), participated in this study, which included 7 EMs and 5 PMs of debrisoquin. The debrisoquin metabolic ratio (MR) ranged from 0.57 to 2.2 in EMs and from 35 to 260 in PMs. Genotyping of CYP2D6 and CYP2C19 was performed in 1 subject (subject No. 12) by the methods of Heim and Meyer (CYP2D6*3 and *4) and de Morais et al (CYP2C19*2). All subjects were healthy as assessed by medical history, physical examination, urine drug screen, standard 12-lead electrocardiogram, virologic testing, and routine laboratory analyses. All were nonsmokers and had been drug-free for at least 1 week before the study.
Two EM subjects (subjects No. 1 and No. 4) were not able to participate in period 3 because of travel abroad and, therefore, were replaced by 2 new EMs (subjects No. 12 and No. 13). They also followed the protocol in period 1 before entering period 3.

METHODS: Single oral doses of 100 mg caffeine and 20 mg omeprazole were given separately to 5 EMs and 5 PMs of debrisoquin to assess the activity of CYP1A2 and CYP2C19, respectively. Initially, a single oral dose of fluvoxamine (25 mg to PMs and 50 mg to EMs) was given [Period 1], followed by 1 week of daily administration of 25 mg × 2 to EMs and 25 mg × 1 to PMs [Period 2]. Caffeine (day 6) and omeprazole (day 7) were again administered at the steady state of fluvoxamine. Later the study protocol was repeated with a lower dose of fluvoxamine, 10 mg × 2 to EMs and 10 mg × 1 to PMs for 1 week [Period 3]. Concentrations of fluvoxamine, caffeine, omeprazole, and their metabolites were analyzed by HPLC methods in plasma and urine.
Because fluvoxamine kinetics is partly dependent on the polymorphic enzyme CYP2D6, we gave double the dose of fluvoxamine to EMs of debrisoquin compared with PMs of debrisoquin to obtain similar plasma concentrations of fluvoxamine.

RESULTS: The geometric means of omeprazole AUC(0-8 h) increased with 174% (P &lt; .001) with 10 mg x 1 or x 2 [Period 3] and 330% (P &lt; .001) with 25 mg x 1 or × 2 of fluvoxamine [Periods 1-2]."	0.02	0.02	10
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/769	ddi-spl-annotation-claim-47	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/940	ddi-spl-annotation-data-52	erythromycin_increases_auc_midazolam	increases_auc	http://purl.obolibrary.org/obo/CHEBI_6931	http://purl.obolibrary.org/obo/CHEBI_48923	erythromycin increases the AUC of midazolam 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/erythromycin_increases_auc_midazolam.html	DIKB	"10/16/2007 09:57:09
"	boycer	4.417	support	MIDAZOLAM	ERYTHROMYCIN	4.417	high	http://www.ncbi.nlm.nih.gov/pubmed/8453848	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_RCT	"
Route of administration: oral

study duration: 5 days pretreatment with erythromycin, midazolam on the 6th day

Dosing: 500mg erythromycin t.i.d, 15mg midazolam

population: 12
male: 3
female: 9

ages:18-29

AUC_i/AUC = 53/12 micG*min/ml = 4.417

Quote: 
&quot;
Interaction between erythromycin and midazolam was investigated in two double-blind, randomized, crossover studies. In the first study, 12 healthy volunteers were given 500 mg erythromycin three times a day or placebo for 1 week. On the sixth day, the subjects ingested 15 mg midazolam. In the second study, midazolam (0.05 mg/kg) was given intravenously to six of the same subjects, after similar pretreatments. Plasma samples were collected, and psychomotor performance was measured. Erythromycin increased the area under the midazolam concentration-time curve after oral intake more than four times (p &lt; 0.001) and reduced clearance of intravenously administered midazolam by 54% (p &lt; 0.05). In psychomotor tests (e.g., saccadic eye movements), the interaction between erythromycin and orally administered midazolam was statistically significant (p &lt; 0.05) from 15 minutes to 6 hours. Metabolism of both erythromycin and midazolam by the same cytochrome P450IIIA isozyme may explain the observed pharmacokinetic interaction. Prescription of midazolam for patients receiving erythromycin should be avoided or the dose of midazolam should be reduced by 50% to 75%.&quot;"	0.015	0.5	12
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/800	ddi-spl-annotation-claim-48	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/976	ddi-spl-annotation-data-53	erythromycin_increases_auc_atorvastatin	increases_auc	http://purl.obolibrary.org/obo/CHEBI_2910	http://purl.obolibrary.org/obo/CHEBI_48923	erythromycin increases the AUC of atorvastatin 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/erythromycin_increases_auc_atorvastatin.html	DIKB	"10/16/2007 09:50:31
"	boycer	1.325	support	ATORVASTATIN	ERYTHROMYCIN	1.325	medium	http://www.ncbi.nlm.nih.gov/pubmed/10234598	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_NR	"
Route of administration: oral

study duration: a single 10mg reference dose of atorvastatin, 2 wk washout, then 12 days erythromycin (500mg qid) with a single 10mg dose on day 7 of atorvastatin 

population: 12 healthy adults (on withdrew before study completion_
male: 8
female: 4
ages: 22-57 years

AUC_i/AUC: 167/126 ng*hr/ml = 1.325 (CI: 5.9 to 65.4)

NOTE: The 0-infinity AUC values were used

Quote: 
&quot;
The effect of erythromycin on the pharmacokinetics of atorvastatin, an inhibitor of HMG-CoA reductase, was investigated in 12 healthy volunteers. Each subject received a single 10 mg dose of atorvastatin on two separate occasions, separated by 2 weeks. Erythromycin (500 mg qid) was given from 7 days before through 4 days after the second atorvastatin dose. Atorvastatin concentrations were determined by an enzyme inhibition assay, which measured both atorvastatin and active metabolites. When erythromycin was coadministered with atorvastatin, mean Cmax and AUC(0-infinity) increased by 37.7% and 32.5%, respectively. Mean terminal half-life was similar following each atorvastatin dose. Possible mechanisms for this interaction include erythromycin inhibition of first-pass conversion of atorvastatin to inactive metabolites and erythromycin inhibition of P-glycoprotein-mediated intestinal or biliary secretion.&quot;"	0.01	0.5	11
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/821	ddi-spl-annotation-claim-49	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/1003	ddi-spl-annotation-data-54	clarithromycin_increases_auc_lansoprazole	increases_auc	http://purl.obolibrary.org/obo/CHEBI_6375	http://purl.obolibrary.org/obo/CHEBI_3732	clarithromycin increases the AUC of lansoprazole 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/clarithromycin_increases_auc_lansoprazole.html	DIKB	"08/23/2010 13:04:42
"	boycer	1.71	support	LANSOPRAZOLE	CLARITHROMYCIN	1.71	medium	http://www.ncbi.nlm.nih.gov/pubmed/16778714	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_RCT	"NOTE: The AUC_i/AUC is from the heterozygous EMs and calculated from Table 1.

route of administration: oral

study duration: 6 days

population: 18 healthy volunteers (9 male, 9 female), all Japanese

tested for known CYP450 polymorphisms?
Yes -- CYP2C19 genotypes - 6 homozygous EMs, 6 heterozygous EMs, 6 homozygous PMs

ages: mean 25.1 years (+/- 3.8)

description:
Eighteen healthy Japanese volunteers (9 men and 9 women) who were H. pylori-negative were enrolled in this study. Their mean age was 25.1 +/- 3.8 years and mean body weight was 56.6 +/- 13.3 kg. Most subjects in this study had participated in our previous studies. The mutated alleles for CYP2C19, CYP2C19*3(*3), and CYP2C19*2(*2) had been identified using polymerase chain reaction-restriction fragment length polymorphism methods of De Morais et al, before this study. The CYP2C19 genotype analyses revealed 5 different patterns as follows: *1/*1 in 6, *1/*2 in 3, *1/*3 in 3, *2/*2 in 5, and *2/*3 in 1. These were divided into 3 groups, homozygous EMs (*1/*1, n=6), heterozygous EMs (*1/*2 and *1/*3, n=6), and PMs (*2/*2 and *2/*3, n=6).
METHODS: A randomized double-blind placebo-controlled crossover study design in 3 phases was conducted at intervals of 2 weeks. Clarithromycin (400 mg) as a capsule containing the equivalent of 2 tablets, fluvoxamine (25 mg) as a capsule containing the equivalent of a tablet, or matched placebo was given orally twice a day (9 AM, 9 PM) for 6 days. Six volunteers within each group were allocated to each of the 3 different drug sequences: placebo-clarithromycin-fluvoxamine, fluvoxamine-placebo-clarithromycin, or clarithromycin-fluvoxamine-placebo. On day 6, they took a single oral 60-mg dose of lansoprazole with 400 mg dose of clarithromycin, 25mg dose of fluvoxamine, or placebo after overnight fasting (9 AM). No other medications were taken during the study periods. No meal was allowed until 4 hours after the dosing (1 PM). The use of alcohol, tea, coffee, and cola was forbidden during the test days.
RESULTS: Clarithromycin treatment significantly increased Cmax and AUC_0-24 of lansoprazole in heterozygous EMs (P&lt;0.05) and in PMs (P&lt;0.01), and prolonged elimination half-life by 1.6-fold (P&lt;0.05) in PMs. Calculated from Table 1, the AUC_i/AUC were: 1.62 (homozygous EMs), 1.71 (heterozygous EMs [p&lt;0.05]), and 1.89 (PMs [p&lt;0.01])."	0.06	0.8	18
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/822	ddi-spl-annotation-claim-50	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/1004	ddi-spl-annotation-data-55	fluvoxamine_increases_auc_clozapine	increases_auc	http://purl.obolibrary.org/obo/CHEBI_3766	http://purl.obolibrary.org/obo/CHEBI_5138	fluvoxamine increases the AUC of clozapine 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/fluvoxamine_increases_auc_clozapine.html	DIKB	"09/16/2010 14:13:21
"	boycer	2.84	support	CLOZAPINE	FLUVOXAMINE	2.84	high	http://www.ncbi.nlm.nih.gov/pubmed/10445377	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_NR	"
route of administration: oral

study duration: 16 days

population: 9 nonsmoking, stable schizophrenic patients, physically healthy (all male)

tested for known CYP450 polymorphisms?
YES -- CYP2D6 phenotyping - all extensive metabolizers

ages: mean age 38.0 +/- 12.4

description:
SUBJECTS:Nine non-smoking stable schizophrenic patients (mean age 38.0 +/- 12.4 years and weight 59.1 +/- 12.3 kg) gave informed consent to participated in this study. Each patient met the DSM-IV criteria for schizophrenia, had not previously received CLZ or FLV and had not consumed beverages containing caffeine, alcohol or grapefruit juice for at least 1 month prior to the study. Patients were also not taking any known CYP1A2 inducers or inhibitors or other routinely prescribed medications. Only lorazepam “as needed” 2 mg every 4–6 h was allowed during the study. All patients were evaluated to be physically healthy by physical examination, medical history, and routine hematological, biochemical and urinalysis tests. These patients were not classified as refractory schizophrenics by the criteria proposed by Kane et al. (1988). Prior to the study, these patients were phenotyped with dextromethorphan and all subjects were extensive metabolizers of CYP2D6 (Lane et al. 1996). Also, prior to the study, these patients were also administered a test dose of caffeine 200 mg and CYP1A2 status was evaluated. Caffeine and metabolite ratios were within values previously reported by other investigators, indicating the absence of any unusual metabolizers of CYP1A2 in this group of patients (Bertilsson et al. 1994).

METHODS: On the first study day at 8:00 a.m., each patient received a single CLZ 50 mg dose (two 25 mg tablets). Venous blood samples (5 ml) were collected in heparinized tubes and obtained prior to the dosage administration and at 0.5, 1, 1.5, 2, 2.5, 3, 4, 5, 6, 8, 10, 12, 24, 36 and 48 h post-drug. The blood samples were centrifuged at 3000 rpm for 15 min and the separated plasma frozen at 920°C until assay. FLV 50 mg was administered twice a day to each patient from day 3 to day 16. On day 15, CLZ 50 mg was given as a single dose. Blood samples were obtained at the same times during the first study period.

RESULTS: The total AUC of CLZ increased by a factor of 2.84 upon FLV addition (t = 5.364, P = 0.0007).
"	0.05	0.1	9
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/892	ddi-spl-annotation-claim-51	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/1091	ddi-spl-annotation-statement-9	fluvoxamine_increases_auc_thioridazine	increases_auc	http://purl.obolibrary.org/obo/CHEBI_9566	http://purl.obolibrary.org/obo/CHEBI_5138	fluvoxamine increases the AUC of thioridazine 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/fluvoxamine_increases_auc_thioridazine.html	DIKB	"06/16/2009 16:50:58
"	boycer	3	support	THIORIDAZINE	FLUVOXAMINE	3.0	high	http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=56b3f4c2-52af-4947-b225-6808ae9f26f5	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	"
&quot;The effect of fluvoxamine (25 mg b.i.d. for one week) on thioridazine steady state concentration was evaluated in 10 male in-patients with schizophrenia. Concentrations of thioridazine and its two active metabolites, mesoridazine and sulforidazine, increased three-fold following co-administration of fluvoxamine. Fluvoxamine and thioridazine should not be co-administered.&quot;"		0.025	
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/893	ddi-spl-annotation-claim-52	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/1092	ddi-spl-annotation-data-56	clarithromycin_increases_auc_trazodone	increases_auc	http://purl.obolibrary.org/obo/CHEBI_9654	http://purl.obolibrary.org/obo/CHEBI_3732	clarithromycin increases the AUC of trazodone 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/clarithromycin_increases_auc_trazodone.html	DIKB	"09/01/2010 14:29:10
"	boycer	1.99	support	TRAZODONE	CLARITHROMYCIN	1.99	medium	http://www.ncbi.nlm.nih.gov/pubmed/19242403	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_RCT	"NOTE: The AUCi/AUC value is calculated from Table 1.

route of administration: oral

study duration: 2 days

population: 10 healthy, nonsmoking volunteers (6 male, 4 female); 7 Caucasian, 2 African-American, 1 Hispanic

tested for known CYP450 polymorphisms? No.

ages: 21-47

description: Ten healthy, nonsmoking volunteers (6 male and 4 female), aged 21–47 years, initiated participation after giving written informed consent. All were active, ambulatory adults, with no evidence of medical disease and taking no other medication. The ethnic distribution was: 7 Caucasian, 2 African-American, 1 Hispanic.

METHODS: The study was a randomized, double blind, 5-way crossover study with at least 7 days elapsing between trials. Medications were: trazodone hydrochloride, 50 mg (Desyrel; Bristol-Myers Squibb, Princeton, NJ); zolpidem tartrate, 5 mg (Ambien; Sanofi-Aventis, Bridgewater, NJ); and clarithromycin, 500 mg (Biaxin; Abbott, North Chicago, IL). The five treatment conditions were: (i) placebo + placebo, (ii) zolpidem + placebo, (iii) zolpidem + clarithromycin, (iv) trazodone + placebo, and (v) trazodone + clarithromycin. All medications were identically packaged in opaque capsules (void space filled with sucrose) and administered orally. Subjects were given 500 mg doses of clarithromycin (or matching placebo) at approximately 24 h, 8 h, and 1 h prior to, and again at 8 h after, administration of zolpidem, trazodone, or placebo.

At 7 am on the study day, subjects were admitted to the Clinical Psychopharmacology Research Unit at Tufts University School of Medicine. They ingested a light breakfast with no caffeine containing beverages or food, and no grapefruit juice. The 500 mg dose of clarithromycin (or matching placebo) was administered with 200 ml of tap water. One hour later, subjects took a “challenge” dose of 5 mg zolpidem, 50 mg of trazodone, or placebo with 200 ml tap water. Volunteers resumed a normal diet at noon (without caffeine).

Venous blood samples were drawn into heparinized tubes prior to challenge dosing and at postdosage times of 1/2, 1, 1 1/2, 2, 2 1/2, 3, 4, 5, 6, and 8 h. Another 500 mg of clarithromycin or placebo was given following the 8-h blood sample. The subjects were then discharged from the study unit. They returned the next morning for a 24-h blood sample. All blood samples were centrifuged, and the plasma was separated and frozen until the time of the assay.

RESULTS: Coadministration of trazodone with clarithromycin compared to placebo significantly increased peak plasma concentration (C_max) (681 ng/ml vs. 922 ng/ml), prolonged t_1/2 (7.1 h vs. 13.9 h), increased AUC (4,668 ng/ml x h vs. 9,275 ng/ml x h), and reduced oral clearance (166 ml/min vs. 89 ml/min)."	0.05	0.5	10
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/909	ddi-spl-annotation-claim-53	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/1112	ddi-spl-annotation-data-57	itraconazole_increases_auc_rosuvastatin	increases_auc	http://purl.obolibrary.org/obo/CHEBI_38545	http://purl.obolibrary.org/obo/CHEBI_6076	itraconazole increases the AUC of rosuvastatin 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/itraconazole_increases_auc_rosuvastatin.html	DIKB	"11/13/2007 09:18:02
"	boycer	1.28	support	ROSUVASTATIN	ITRACONAZOLE	1.28	medium	http://www.ncbi.nlm.nih.gov/pubmed/12709722	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_RCT	"
Route of administration: oral

study duration: 14 healthy male volunteers received itraconazole, 200 mg, or placebo once daily for 5 days; on day 4,  80 mg  of rosuvastatin was coadministered. 

population: 14 male
ages: 18-65

AUC_i/AUC (geometric least-square mean, 0 to the time of last quantifiable concentration): 1.28"	0.08	0.2	14
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/914	ddi-spl-annotation-claim-54	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/1120	ddi-spl-annotation-data-58	itraconazole_increases_auc_alprazolam	increases_auc	http://purl.obolibrary.org/obo/CHEBI_2611	http://purl.obolibrary.org/obo/CHEBI_6076	itraconazole increases the AUC of alprazolam 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/itraconazole_increases_auc_alprazolam.html	DIKB	"07/02/2007 16:46:00
"	boycer	1.615	support	ALPRAZOLAM	ITRACONAZOLE	1.615	medium	http://www.ncbi.nlm.nih.gov/pubmed/9784084	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_RCT	"
Route of administration: oral

polymorphic enzyme: no

study duration: three days pre-treatment with itraconazola @ 200mg with a single oral dose of alprazolam on day 4 @ 0.8mg and two days continued dosing with itraconazole

population: 10 male

ages: 25-38

description: 

From Table 1, the AUC_i/AUC increase from 0-time of measurement: 357/221 = 1.615;  AUC_i/AUC increase from 0-inf: 671/252 = 2.66"	0.0008	0.2	10
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/928	ddi-spl-annotation-claim-55	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/1139	ddi-spl-annotation-data-59	clarithromycin_increases_auc_pravastatin	increases_auc	http://purl.obolibrary.org/obo/CHEBI_63618	http://purl.obolibrary.org/obo/CHEBI_3732	clarithromycin increases the AUC of pravastatin 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/clarithromycin_increases_auc_pravastatin.html	DIKB	"06/05/2007 08:33:16
"	boycer	2.1	support	PRAVASTATIN	CLARITHROMYCIN	2.1	high	http://www.ncbi.nlm.nih.gov/pubmed/15518608	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#EV_PK_DDI_RCT	"
Route of administration: oral

polymorphic enzyme: NO

study duration: 7 days pravastatin only, 8 days pravastatin and clarithromycin

dose: .040g pravastatin 1xday
.5g clarithromycin 2xday

population: 45 men and women (only 15 received pravastatin)

ages:18-60

(mean AUC_i)/(mean AUC) = 114/54

description: 
Clarithromycin significantly (p <0.001) increased the AUC (and C(max)) of all 3 statins, most markedly simvastatin ( approximately 10-fold increase in AUC) and simvastatin acid (12-fold), followed by atorvastatin (greater than fourfold) and then pravastatin (almost twofold)."	0.04	0.5	15
https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Assertions/934	ddi-spl-annotation-claim-56	https://dbmi-icode-01.dbmi.pitt.edu/dikb/resource/Evidence/1145	ddi-spl-annotation-statement-10	cimetidine_increases_auc_venlafaxine	increases_auc	http://purl.obolibrary.org/obo/CHEBI_9943	http://purl.obolibrary.org/obo/CHEBI_3699	cimetidine increases the AUC of venlafaxine 	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/cimetidine_increases_auc_venlafaxine.html	DIKB	"02/16/2012 21:43:46
"	boycer	1.6	support	VENLAFAXINE	CIMETIDINE	1.62	medium	http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=cf2d9bee-f8e3-477a-e4b4-f0e82657b7d2	http://dbmi-icode-01.dbmi.pitt.edu/dikb-evidence/DIKB_evidence_ontology_v1.3.owl#Non_traceable_Drug_Label_Statement	"route of administration: not mentioned

study duration: not mentioned (both drugs at steady-state)

population: 18 healthy subjects

tested for known CYP450 polymorphisms?
NO

ages: not mentioned

Quote:
Concomitant administration of cimetidine and venlafaxine in a steady-state study for both drugs resulted in inhibition of first-pass metabolism of venlafaxine in 18 healthy subjects. The oral clearance of venlafaxine was reduced by about 43%, and the exposure (AUC) and maximum concentration (Cmax) of the drug were increased by about 60%."	0	0	
